Date,USDIDR,GDP,CPI,Birepo,USDIDRgrowth,Unemployment,GDP_lag1Q,CPI_lag1Q,Birepo_lag1Q,USDIDRgrowth_lag1Q,Unemployment_lag1Q,GDP_lag2Q,CPI_lag2Q,Birepo_lag2Q,USDIDRgrowth_lag2Q,Unemployment_lag2Q,GDP_lag3Q,CPI_lag3Q,Birepo_lag3Q,USDIDRgrowth_lag3Q,Unemployment_lag3Q,delta_GDP,delta_CPI,delta_Birepo,delta_USDIDRgrowth,delta_Unemployment,delta_GDP_lag1Q,delta_CPI_lag1Q,delta_Birepo_lag1Q,delta_USDIDRgrowth_lag1Q,delta_Unemployment_lag1Q,delta_GDP_lag2Q,delta_CPI_lag2Q,delta_Birepo_lag2Q,delta_USDIDRgrowth_lag2Q,delta_Unemployment_lag2Q,delta_GDP_lag3Q,delta_CPI_lag3Q,delta_Birepo_lag3Q,delta_USDIDRgrowth_lag3Q,delta_Unemployment_lag3Q,Birepo_lag4Q,Birepo_lag3Q v2
12/31/2015,13788,5.15,3.35,,0.113012593,6.18,4.78,6.83,0,0.202248113,6.18,4.74,7.26,0,0.123284211,5.81,4.83,6.38,0,0.150778981,5.81,0.1,-5.01,0,0.095183327,0.24,-0.15,2.3,0,0.133687706,0.24,-0.2,0.56,0,-0.063740979,0.11,-0.29,-0.94,0,-0.016247213,0.11,0,0
1/29/2016,13778,5.15,4.14,,0.08727904,6.18,4.78,6.25,0,0.132312784,6.18,4.74,7.26,0,0.169170984,5.81,4.83,6.79,0,0.121172807,5.81,0.1,-2.82,0,0.049696137,0.24,-0.15,1.42,0,0.060377358,0.24,-0.2,2.73,0,0.040185901,0.11,-0.29,-0.46,0,-0.066622549,0.11,0,0
2/29/2016,13375,5.15,4.42,,0.034256109,6.18,4.78,4.89,0,0.134442078,6.18,4.74,7.18,0,0.203336185,5.81,4.83,7.15,0,0.132579651,5.81,0.1,-1.87,0,-0.079611247,0.24,-0.15,-1.34,0,0.114299997,0.24,-0.2,3.19,0,0.15809298,0.11,-0.29,-0.17,0,-0.049560675,0.11,0,0
3/31/2016,13239,4.94,4.45,,0.012620468,5.5,5.15,3.35,0,0.113012593,6.18,4.78,6.83,0,0.202248113,6.18,4.74,7.26,0,0.123284211,5.81,0.11,-1.93,0,-0.138158513,-0.31,0.1,-5.01,0,0.095183327,0.24,-0.15,2.3,0,0.133687706,0.24,-0.2,0.56,0,-0.063740979,0.11,0,0
4/29/2016,13180,4.94,3.6,5.5,0.016739952,5.5,5.15,4.14,0,0.08727904,6.18,4.78,6.25,0,0.132312784,6.18,4.74,7.26,0,0.169170984,5.81,0.11,-3.19,5.5,-0.104432855,-0.31,0.1,-2.82,0,0.049696137,0.24,-0.15,1.42,0,0.060377358,0.24,-0.2,2.73,0,0.040185901,0.11,0,0
5/31/2016,13648,4.94,3.33,5.5,0.032062916,5.5,5.15,4.42,0,0.034256109,6.18,4.78,4.89,0,0.134442078,6.18,4.74,7.18,0,0.203336185,5.81,0.11,-3.82,5.5,-0.100516735,-0.31,0.1,-1.87,0,-0.079611247,0.24,-0.15,-1.34,0,0.114299997,0.24,-0.2,3.19,0,0.15809298,0.11,0,0
6/30/2016,13210,5.21,3.45,5.25,-0.00967089,5.5,4.94,4.45,0,0.012620468,5.5,5.15,3.35,0,0.113012593,6.18,4.78,6.83,0,0.202248113,6.18,0.47,-3.81,5.25,-0.1329551,-0.31,0.11,-1.93,0,-0.138158513,-0.31,0.1,-5.01,0,0.095183327,0.24,-0.15,2.3,0,0.133687706,0.24,0,0
7/29/2016,13112,5.21,3.21,5.25,-0.031538518,5.5,4.94,3.6,5.5,0.016739952,5.5,5.15,4.14,0,0.08727904,6.18,4.78,6.25,0,0.132312784,6.18,0.47,-4.05,5.25,-0.200709503,-0.31,0.11,-3.19,5.5,-0.104432855,-0.31,0.1,-2.82,0,0.049696137,0.24,-0.15,1.42,0,0.060377358,0.24,0,0
8/31/2016,13270,5.21,2.79,5.25,-0.056657425,5.5,4.94,3.33,5.5,0.032062916,5.5,5.15,4.42,0,0.034256109,6.18,4.78,4.89,0,0.134442078,6.18,0.47,-4.39,5.25,-0.25999361,-0.31,0.11,-3.82,5.5,-0.100516735,-0.31,0.1,-1.87,0,-0.079611247,0.24,-0.15,-1.34,0,0.114299997,0.24,0,0
9/30/2016,13042,5.03,3.07,5,-0.109943356,5.61,5.21,3.45,5.25,-0.00967089,5.5,4.94,4.45,0,0.012620468,5.5,5.15,3.35,0,0.113012593,6.18,0.25,-3.76,5,-0.312191469,-0.57,0.47,-3.81,5.25,-0.1329551,-0.31,0.11,-1.93,0,-0.138158513,-0.31,0.1,-5.01,0,0.095183327,0.24,0,0
10/31/2016,13048,5.03,3.31,4.75,-0.046477638,5.61,5.21,3.21,5.25,-0.031538518,5.5,4.94,3.6,5.5,0.016739952,5.5,5.15,4.14,0,0.08727904,6.18,0.25,-2.94,4.75,-0.178790423,-0.57,0.47,-4.05,5.25,-0.200709503,-0.31,0.11,-3.19,5.5,-0.104432855,-0.31,0.1,-2.82,0,0.049696137,0.24,0,0
11/30/2016,13555,5.03,3.58,4.75,-0.0210876,5.61,5.21,2.79,5.25,-0.056657425,5.5,4.94,3.33,5.5,0.032062916,5.5,5.15,4.42,0,0.034256109,6.18,0.25,-1.31,4.75,-0.155529678,-0.57,0.47,-4.39,5.25,-0.25999361,-0.31,0.11,-3.82,5.5,-0.100516735,-0.31,0.1,-1.87,0,-0.079611247,0.24,0,0
12/30/2016,13473,4.94,3.02,4.75,-0.022845953,5.61,5.03,3.07,5,-0.109943356,5.61,5.21,3.45,5.25,-0.00967089,5.5,4.94,4.45,0,0.012620468,5.5,-0.21,-0.33,4.75,-0.135858546,-0.57,0.25,-3.76,5,-0.312191469,-0.57,0.47,-3.81,5.25,-0.1329551,-0.31,0.11,-1.93,0,-0.138158513,-0.31,0,0
1/31/2017,13369,4.94,3.49,4.75,-0.029685005,5.61,5.03,3.31,4.75,-0.046477638,5.61,5.21,3.21,5.25,-0.031538518,5.5,4.94,3.6,5.5,0.016739952,5.5,-0.21,-0.65,4.75,-0.116964045,-0.57,0.25,-2.94,4.75,-0.178790423,-0.57,0.47,-4.05,5.25,-0.200709503,-0.31,0.11,-3.19,5.5,-0.104432855,-0.31,5.5,5.5
2/28/2017,13338,4.94,3.83,4.75,-0.002766355,5.61,5.03,3.58,4.75,-0.0210876,5.61,5.21,2.79,5.25,-0.056657425,5.5,4.94,3.33,5.5,0.032062916,5.5,-0.21,-0.59,4.75,-0.037022464,-0.57,0.25,-1.31,4.75,-0.155529678,-0.57,0.47,-4.39,5.25,-0.25999361,-0.31,0.11,-3.82,5.5,-0.100516735,-0.31,5.5,5.5
3/31/2017,13322,5.01,3.61,4.75,0.006269356,5.33,4.94,3.02,4.75,-0.022845953,5.61,5.03,3.07,5,-0.109943356,5.61,5.21,3.45,5.25,-0.00967089,5.5,0.07,-0.84,4.75,-0.006351112,-0.17,-0.21,-0.33,4.75,-0.135858546,-0.57,0.25,-3.76,5,-0.312191469,-0.57,0.47,-3.81,5.25,-0.1329551,-0.31,5.25,5.25
4/28/2017,13329,5.01,4.17,4.75,0.011305008,5.33,4.94,3.49,4.75,-0.029685005,5.61,5.03,3.31,4.75,-0.046477638,5.61,5.21,3.21,5.25,-0.031538518,5.5,0.07,0.57,-0.75,-0.005434945,-0.17,-0.21,-0.65,4.75,-0.116964045,-0.57,0.25,-2.94,4.75,-0.178790423,-0.57,0.47,-4.05,5.25,-0.200709503,-0.31,5.25,5.25
5/31/2017,13323,5.01,4.33,4.75,-0.023813013,5.33,4.94,3.83,4.75,-0.002766355,5.61,5.03,3.58,4.75,-0.0210876,5.61,5.21,2.79,5.25,-0.056657425,5.5,0.07,1,-0.75,-0.055875929,-0.17,-0.21,-0.59,4.75,-0.037022464,-0.57,0.25,-1.31,4.75,-0.155529678,-0.57,0.47,-4.39,5.25,-0.25999361,-0.31,5.25,5.25
6/30/2017,13348,5.01,4.37,4.75,0.010446631,5.33,5.01,3.61,4.75,0.006269356,5.33,4.94,3.02,4.75,-0.022845953,5.61,5.03,3.07,5,-0.109943356,5.61,-0.2,0.92,-0.5,0.020117521,-0.17,0.07,-0.84,4.75,-0.006351112,-0.17,-0.21,-0.33,4.75,-0.135858546,-0.57,0.25,-3.76,5,-0.312191469,-0.57,5,5
7/31/2017,13325,5.01,3.88,4.75,0.016244661,5.33,5.01,4.17,4.75,0.011305008,5.33,4.94,3.49,4.75,-0.029685005,5.61,5.03,3.31,4.75,-0.046477638,5.61,-0.2,0.67,-0.5,0.04778318,-0.17,0.07,0.57,-0.75,-0.005434945,-0.17,-0.21,-0.65,4.75,-0.116964045,-0.57,0.25,-2.94,4.75,-0.178790423,-0.57,4.75,4.75
8/31/2017,13342,5.01,3.82,4.5,0.005425772,5.33,5.01,4.33,4.75,-0.023813013,5.33,4.94,3.83,4.75,-0.002766355,5.61,5.03,3.58,4.75,-0.0210876,5.61,-0.2,1.03,-0.75,0.062083198,-0.17,0.07,1,-0.75,-0.055875929,-0.17,-0.21,-0.59,4.75,-0.037022464,-0.57,0.25,-1.31,4.75,-0.155529678,-0.57,4.75,4.75
9/29/2017,13472,5.06,3.72,4.25,0.032970403,5.5,5.01,4.37,4.75,0.010446631,5.33,5.01,3.61,4.75,0.006269356,5.33,4.94,3.02,4.75,-0.022845953,5.61,0.03,0.65,-0.75,0.14291376,-0.11,-0.2,0.92,-0.5,0.020117521,-0.17,0.07,-0.84,4.75,-0.006351112,-0.17,-0.21,-0.33,4.75,-0.135858546,-0.57,4.75,4.75
10/31/2017,13563,5.06,3.58,4.25,0.039469651,5.5,5.01,3.88,4.75,0.016244661,5.33,5.01,4.17,4.75,0.011305008,5.33,4.94,3.49,4.75,-0.029685005,5.61,0.03,0.27,-0.5,0.085947289,-0.11,-0.2,0.67,-0.5,0.04778318,-0.17,0.07,0.57,-0.75,-0.005434945,-0.17,-0.21,-0.65,4.75,-0.116964045,-0.57,4.75,4.75
11/30/2017,13526,5.06,3.3,4.25,-0.002139432,5.5,5.01,3.82,4.5,0.005425772,5.33,5.01,4.33,4.75,-0.023813013,5.33,4.94,3.83,4.75,-0.002766355,5.61,0.03,-0.28,-0.5,0.018948168,-0.11,-0.2,1.03,-0.75,0.062083198,-0.17,0.07,1,-0.75,-0.055875929,-0.17,-0.21,-0.59,4.75,-0.037022464,-0.57,4.75,4.75
12/29/2017,13555,5.19,3.61,4.25,0.006086247,5.5,5.06,3.72,4.25,0.032970403,5.5,5.01,4.37,4.75,0.010446631,5.33,5.01,3.61,4.75,0.006269356,5.33,0.25,0.59,-0.5,0.0289322,-0.11,0.03,0.65,-0.75,0.14291376,-0.11,-0.2,0.92,-0.5,0.020117521,-0.17,0.07,-0.84,4.75,-0.006351112,-0.17,4.75,4.75
1/31/2018,13386,5.19,3.25,4.25,0.001271598,5.5,5.06,3.58,4.25,0.039469651,5.5,5.01,3.88,4.75,0.016244661,5.33,5.01,4.17,4.75,0.011305008,5.33,0.25,-0.24,-0.5,0.030956604,-0.11,0.03,0.27,-0.5,0.085947289,-0.11,-0.2,0.67,-0.5,0.04778318,-0.17,0.07,0.57,-0.75,-0.005434945,-0.17,4.75,4.75
2/28/2018,13751,5.19,3.18,4.25,0.030964163,5.5,5.06,3.3,4.25,-0.002139432,5.5,5.01,3.82,4.5,0.005425772,5.33,5.01,4.33,4.75,-0.023813013,5.33,0.25,-0.65,-0.5,0.033730518,-0.11,0.03,-0.28,-0.5,0.018948168,-0.11,-0.2,1.03,-0.75,0.062083198,-0.17,0.07,1,-0.75,-0.055875929,-0.17,4.75,4.75
3/30/2018,13728,5.07,3.4,4.25,0.030475905,5.13,5.19,3.61,4.25,0.006086247,5.5,5.06,3.72,4.25,0.032970403,5.5,5.01,4.37,4.75,0.010446631,5.33,0.06,-0.21,-0.5,0.024206549,-0.2,0.25,0.59,-0.5,0.0289322,-0.11,0.03,0.65,-0.75,0.14291376,-0.11,-0.2,0.92,-0.5,0.020117521,-0.17,4.75,4.75
4/30/2018,13913,5.07,3.41,4.25,0.04381424,5.13,5.19,3.25,4.25,0.001271598,5.5,5.06,3.58,4.25,0.039469651,5.5,5.01,3.88,4.75,0.016244661,5.33,0.06,-0.76,-0.5,0.032509232,-0.2,0.25,-0.24,-0.5,0.030956604,-0.11,0.03,0.27,-0.5,0.085947289,-0.11,-0.2,0.67,-0.5,0.04778318,-0.17,4.75,4.75
5/31/2018,13896,5.07,3.23,4.75,0.043008331,5.13,5.19,3.18,4.25,0.030964163,5.5,5.06,3.3,4.25,-0.002139432,5.5,5.01,3.82,4.5,0.005425772,5.33,0.06,-1.1,0,0.066821344,-0.2,0.25,-0.65,-0.5,0.033730518,-0.11,0.03,-0.28,-0.5,0.018948168,-0.11,-0.2,1.03,-0.75,0.062083198,-0.17,4.5,4.5
6/29/2018,14330,5.27,3.12,5.25,0.073569074,5.13,5.07,3.4,4.25,0.030475905,5.13,5.19,3.61,4.25,0.006086247,5.5,5.06,3.72,4.25,0.032970403,5.5,0.26,-1.25,0.5,0.063122443,-0.2,0.06,-0.21,-0.5,0.024206549,-0.2,0.25,0.59,-0.5,0.0289322,-0.11,0.03,0.65,-0.75,0.14291376,-0.11,4.25,4.25
7/31/2018,14414,5.27,3.18,5.25,0.081726079,5.13,5.07,3.41,4.25,0.04381424,5.13,5.19,3.25,4.25,0.001271598,5.5,5.06,3.58,4.25,0.039469651,5.5,0.26,-0.7,0.5,0.065481417,-0.2,0.06,-0.76,-0.5,0.032509232,-0.2,0.25,-0.24,-0.5,0.030956604,-0.11,0.03,0.27,-0.5,0.085947289,-0.11,4.25,4.25
8/31/2018,14710,5.27,3.2,5.5,0.102533353,5.13,5.07,3.23,4.75,0.043008331,5.13,5.19,3.18,4.25,0.030964163,5.5,5.06,3.3,4.25,-0.002139432,5.5,0.26,-0.62,1,0.097107581,-0.2,0.06,-1.1,0,0.066821344,-0.2,0.25,-0.65,-0.5,0.033730518,-0.11,0.03,-0.28,-0.5,0.018948168,-0.11,4.25,4.25
